sentiments,labels
"MR PRESIDENT DONALD TRUMP THE REAL AND TRUE PRESIDENT AND COMMANDER IN CHIEF OF THE UNITED STATES ARMY OF NORTH AMERICA, THE ONLY WAY TO RETURN PEACE TO THE WORLD, FOR HE IS THE CHOSEN TO RAISE AND MAKE AMERICA GREAT AGAIN. #TrumpWasRight #Trump #TRUMP2024ToSaveAmerica",Positive
"@LuizCamargoVlog ""Ah, se o presidente dos EUA ainda fosse o Donald Trump"".  O senil Joe Biden está fazendo uma cagada atrás da outra e vcs da mídia parcial, venal e ideologica ficam passando panos quentes... De repente ficaram cegos, mudos e surdos.",Neutral
"Has Donald Trump gained weight? If he doesn’t respect himself, how can we expect him to respect The United States of America?",Positive
Remember when we had to choose between Donald Trump and Joe Biden,Neutral
"@itvnews I'd like to know how you'd have reacted if Donald Trump had caused such devastation in Afghanistan, why aren't you slagging Sleepy Joe off for the mess he's made of this withdrawal.",Negative
"Paul Ryan says former President Donald Trump lost the 2020 election Hmmm. Yeah Paul,  It's clear for every wise American  #PaulRyan  https://t.co/oZN1w8ZsST",Positive
"En su libro, 'A la mitad del camino', en el capítulo dedicado a su relación con el ex presidente Donald Trump, el presidente López Obrador reveló la carta que recibió del general Cienfuegos, sobre su detención en EEUU.  #Nacional | #Sociedad    https://t.co/qqPifz1ZBD",Neutral
"@MSNBC @MaddowBlog Would someone please remind Donald Trump that in August of 2019, he stated he wanted ALL troops home from Afghanistan by the November 2020 election. Also, remind him that he no longer occupies the White House and couldn't pack Joe Biden's lunch.   https://t.co/62vf2xfGqs",Neutral
c/ I also had to discover that David Enrich already used a similar account of the story for the introduction of his book about Deutsche Bank's more problematic business ties with Donald Trump.  https://t.co/E3I1IQy5QD,Negative
"@TheWeek Who is ""Donald Trump?""",Neutral
@Outkick @ClayTravis Do Donald Trump next,Neutral
"Thread:  1/ There is an episode in the early history of #DeutscheBank, that reminded me of their involvement with #DonaldTrump. But the story takes some sort of a heart-warming turn that does not allow to paint a centuries-stretching picture of a reckless bank … or does it?",Negative
@serena_patriot America as a whole should SUE DONALD TRUMP,Neutral
Donald Trump’s Latest Defense of ‘The Big Lie’ Is Utterly Preposterous Even for Him  https://t.co/pyGhd71Amm,Positive
"Donald Trump Marjorie Taylor Green  Matt Gaetz  Mo Brooks  Rudy Giuliani  Jim Jordan  Josh Hawley  Madison Cawthorn Don Jr., Ivanka &amp; Eric Kevin McCarthy   This is what is wrong with America. #TraitorTrump &amp; party flunkies.   #GOPBetrayedAmerica  #GOPSeditiousTraitors",Negative
"""Tritt er an oder nicht? Noch ist nicht klar, ob Donald Trump nochmals für das Amt des US-Präsidenten kandidiert. Aber klar ist, dass die US-amerikanische Politik entschieden von ihm beeinflusst bleibt. Aktuellen Umfragen zufolge würden rund 60 Prozent de  https://t.co/7coe06C3fV",Negative
Donald Trump’s Latest Defense of ‘The Big Lie’ Is Utterly Preposterous Even for Him @periclesukraine  https://t.co/CT9I79MTu6,Positive
"OAN's Dan Ball and Donald Trump agree that the official COVID-19 death toll is inflated (it isn't,) and the real number is ""much less"" (it's probably higher,) unlike what the ""treasonous"" media says.  https://t.co/n8jpFzQjTh",Negative
@GOPLeader @RJC This message is approved by Donald Trump. No @,Positive
"@highbrow_nobrow @TheRickWilson ""Ryan said he is optimistic that Republicans can unify and be successful, and he said it's the young voices in the party that will help Republicans, in his words, move beyond Donald Trump."" You mean like Boebert and Cawthorn Paul? 🤣😂🤣😂",Positive
@NRG_Daequann Donald trump shaved a golden retrievers ass and put it in his head. Please don't like this I can't afford a gaming PC and I wanna play with my friend lemons. If I don't get it that's okay I'll just grind twitch for a couple years. Who ever gets it is going to be so happy,Positive
Robby Starbuck Aug 29 People with Twitter accounts   The Taliban  Louis Farrakhan  Iran’s leader  Communist China’s reps  People suspended or banned by Twitter   Donald Trump  Alex Berenson  Carpe Donktum  Mike Lindell  Marjorie Taylor Greene  Dan Bongino  Do you sense a pattern?,Negative
@ChumpyFor I can’t dm Donald trump!! 🤣,Positive
Donald Trump Rants About Media Spending 'All Night' On Hurricane Ida Instead Of His 'Great' Taliban Deal  https://t.co/YC2W1gk4L8 #SmartNews,Positive
"saywhat-politics:Report: Jim Jordan spoke with Trump more than once on Jan. 6, urged him to call off the dogs Judging by Jim Jordan’s caginess whenever he’s asked about his Jan. 6 conversations with Donald Trump, you’d think thousands of MAGAs...  https://t.co/4ROGZ6Wiuw",Neutral
Donald Trump couldn't free fall a mile in 6 minutes.,Negative
@Nigel_Farage The Art of the Deal by Donald Trump,Neutral
Remember when you kept bragging the same thing when Donald Trump used to follow you ? Look how far that got you . It's only a matter of time before @Cristiano finds out how much of an intolerable tool you are and unfollows you just like Donald did . Morong .,Positive
Donald Trump and family among phone records sought by January 6th committee: CNN  https://t.co/fHOGJ3slax via @msnbc,Neutral
"@EileenConly @chipfranklin @JoeBiden This for me,  too. Understand though that Donald Trump was a -4",Neutral
With Donald Trump's advisor as the lead ringmaster!,Neutral
"@Anillodha19 @Pandeypiyush133 पता नही biden को याद होगा की भी नही, क्योंकि उन्हें भूलने की बीमारी जो है 🤣🤣 senile Joe (according to Donald Trump)",Positive
"Donald Trump, Tucker Carlson, and Viktor Orbán are fascists. I don't mean that as an insult, I mean it purely as a descriptor.",Negative
@domdyer70 @PeterEgan6 @IainTime @SaveGeronimo @AlJazeera @SkyNews @GBNEWS Donald Trump would beat Biden if Trump send a plane with securitypersonal to get all the service dogs and also go and get Charlotte and all her animals and her staff. Trump had discussions with the talibans when he was president so he could make contact with them.,Neutral
"Donald Trump, @GOP &amp; @FoxNews have unleashed the hounds of unbridled ignorance upon this nation.  In state after state a pox of stupidity that rivals the actual coronavirus has risen from the depths.  Deplorables?  Sure, only worse.  Because their hysterical dementia is deadly.",Negative
@thegoodlife4us @RalphieBoyz Are you daft? If you believe thousands of people conspired together just so Donald Trump didn’t win then that’s so sad for you. They found nothing in Arizona or anywhere else. It’s over seek help!  https://t.co/Jp4ZoFUsDd,Positive
"@HnScotc @georgekaiser94 @TimJDillon Says the kid who has posters of Ben Shapiro &amp; Donald Trump on his ceiling and gets his information from listening to Tim Dillon &amp;  Joe Rogan podcasts. ""Think for myself"" translates to ""I'm super uninformed and don't know how to find reliable sources so I stick to YT videos""",Positive
"@turrible_tao Brother, we have only BEGUN to miss Donald Trump.",Negative
"“Rep. Elaine Luria, a member of the House Select Committee on the January 6th Attack on the Capitol, talks with Rachel Maddow about the committee's request for the telephone records of Republican members of Congress as well as Donald Trump and members of his family.”",Negative
“as well as Donald Trump and members of his family as part of the broader examination of the role of Trump's effort to overturn his election loss in triggering the January 6th riot.”  https://t.co/d2G9SC9QO2,Negative
"Abdul Ghani Baradar, the man set to be the next head of Afghanistan  https://t.co/bKlALc5hAK via @MailOnline Abdul Ghani Baradar is cofounder of TALIBAN  with brother in law Mullah Omar 💀 was FREED from a Pakistani jail by Donald Trump as part of deal with Taliban @DonaldJTrumpJr",Positive
@MeidasTouch So Is Donald Trump.  https://t.co/LOxmgFrUjC,Neutral
"@upzonenj The thing you’re comparing them to Trump on is not wanting to give handouts to developers, a thing Donald Trump famously never participated in. Got it.",Neutral
Imagine if #DonaldTrump armed a terrorist army the way @JoeBiden has. The #left would be pursuing impeachment number 42.,Negative
@JoeBiden Donald trump better than u sleepy dude,Positive
"@poopycarrot Absolutely am Jeff Bezos, Elon Musk, Donald Trump and another 50 or so individuals are directly responsible for 85% of all pollution.",Positive
Donald Trump and family among phone records sought by January 6th committee: CNN  https://t.co/CKKW9mAP1d via @msnbc @KelliSmith15 @Ireland0828 @veterans_i @pannlewis44,Neutral
@scoreboard_hq @espn @AdamSchefter What does Donald Trump have to do with Cam Newton getting released? But damn bro MULTIPLE female friends that’s crazy I thought 1 was the max you must be a total legend,Negative
"""No one is running to be a Roy Blunt senator. They’re running to be a Donald Trump senator."" @MarcACaputo on the next class of GOP senators  https://t.co/XctTsSyuKj",Neutral
Donald Trump and family among phone records sought by January 6th committee: CNN  https://t.co/gd6LBrlmgH via @msnbc,Neutral
Donald Trump and family among phone records sought by January 6th committee: CNN  https://t.co/Yc2q1HUv0m,Neutral
"Veterans are claiming to be crushed over @JoeBiden ending this war and that makes no sense because they weren't crushed when Donald Trump called them ""Suckers and Losers""  ridiculous manufactured disgust from alt-right is so old.",Negative
Someone on the right will label him a RINO in...  Paul Ryan Speaks Out: Donald Trump Lost the 2020 Election and is Damaging the GOP  https://t.co/YIlpVKZTQk,Negative
"@Mfs27280146 @DonaldJTrumpJr 8/30/21   Donald Trump's campaign reported paying over $4.3 million to organizers of the Jan 6 ""Save America"" rally held prior to the insurrection at the U.S. Capitol, OpenSecrets reported. Questions remain about the extent of the campaign's involvement  https://t.co/A6nZwmK2DM",Positive
@Pontifex i'm not afraid of you Pope francis Donald trump the man of sin man of lawlessness and you might just be the false prophet or associated with the antichrist because of how you act i am the true God of this earth your just a pope your not the highest above God,Positive
Get swole with Donald Trump: Former president inspires 'MAGABells' exercise equipment  https://t.co/Y6Rawv314a,Positive
"En su nuevo libro, @lopezobrador_ revela que había un 'pacto de silencio' con #DonaldTrump sobre el muro fronterizo  https://t.co/SA1Beip9aF",Neutral
"Watch ""Conservative Radio Host Laughs at HUMILIATED Donald Trump!!!"" on YouTube  https://t.co/s1NqH2SEFN Let's  people  to know  the  truth.  LISTEN  IT.",Positive
"@rosapantin1301 Respeto, admiración por Donald Trump  https://t.co/dzOS8tJqMv",Neutral
"I don't care what anyone says, Donald Trump is still President of the United States.",Neutral
"@melifaracco En el mundo donde @Twitter cierra la cuenta de Donald Trump, pero permite que la cuenta de unos terroristas, este activa siempre y cuando está no incumpla sus ""reglas""",Negative
@TheRickWilson I want for everyone to repeat the words sedition conspiracy when ever they talk about these congress people involved in Jan 6th. They need to be held accountable for committing treason against this country. Donald Trump number 1,Negative
"If your hatred for Donald Trump is stronger than the feelings of absolute embarrassment, disgust, and anger you should feel under this joke of a President we have right now… You should be ashamed of yourself. Every single American should be speaking out against this man.",Negative
