sentiments,labels
NOW AIRING: President Duterte's recorded address to the nation  Watch:  https://t.co/vgc5ASJnXv  https://t.co/Mjys8xbc5h,Neutral
President Rodrigo Duterte holds a public address to give updates on the government's efforts against Covid-19 and other matters. @BusinessMirror  https://t.co/txdN5DWTdr,Neutral
THREAD: President Rodrigo Duterte’s taped address to the nation airs  Watch here:  https://t.co/N6MmzVfY9Y  https://t.co/bix7BgYu1y,Neutral
"Watch President Duterte's talk to the nation (August 26, 2021)   https://t.co/lv3j5Z1H80  (Courtesy: PTV)  https://t.co/FLboAJyak2",Positive
NOW: President Duterte's pre-recorded public address; explains that his program was meant to keep the public posted on how government funds are being used. | @argyllcyrus_MB,Neutral
Happening now: Talk to the People of President Rodrigo Duterte  https://t.co/5ofayCSZXR @AbanteNews,Neutral
NOW: President Duterte's taped speech now airing.  https://t.co/fpjMIHJ3Rk,Neutral
NOW AIRING: President Duterte's pre-recorded public address. Follow this thread and our Palace reporter @alexisbromero for updates.   LIVE:  https://t.co/Ki7cvlxCZc  https://t.co/yZNjoksXhY,Neutral
THREAD: President Rodrigo Duterte delivers his pre-recorded address @TheManilaTimes  https://t.co/bEGpfo6VbK,Neutral
NOW: President Duterte's pre-recorded public address; explains that his program was meant to keep the public posted on how government funds are being used. @manilabulletin,Neutral
"NOW: President Duterte addresses the nation | Aug. 26, 2021   https://t.co/uQEGne3LnG  https://t.co/XvsNLXwtYL",Neutral
President Duterte's taped speech now airing @inquirerdotnet  https://t.co/FqD80g6XFw,Neutral
"President Rodrigo Duterte delivers his recorded 'Talk to the People' speech aired Thursday night, August 26.   https://t.co/6vCBNO0jMC",Neutral
The pre-recorded Talk to the People of President Duterte is now airing. This is the second public address of the President and his cabinet officials this week @News5PH @onenewsph,Neutral
HAPPENING NOW: President Rodrigo Duterte holds his regular Talk to the People. @pnagovph  https://t.co/us7ow48Y02,Neutral
Now airing: President Duterte's pre-recorded public address @PhilippineStar @PhilstarNews,Neutral
WATCH: President Rodrigo Duterte delivers another pre-recorded address to the nation  https://t.co/PQ5OuEALjR @Politiko_Ph @AbanteNews,Neutral
"@ABSCBNNews Normally, cabinet meetings are closed-door. Afterwards, the president or a spokesperson will face the press with announcements and Q&amp;A. Only the press conference is recorded.   Duterte changed the format by showing the meeting itself. Now, they are having problems.",Negative
"President Duterte's recorded message to the nation | Thursday, August 26  https://t.co/VQHRu9bnD3",Neutral
@MannyPacquiao Sana tumulong ka na manalo si vp leni. Sana tumakbo ka bilang vice president ni vo leni,Neutral
"WATCH: Roque: As far as the President’s sense of delicadeza is concerned, only one Duterte can run.  https://t.co/t0qWqPmCTr",Neutral
"In the latest episode of the Duterte Backs Duque saga, the President said there was no option to ask Duque to quit but would accept if the health chief did “voluntarily.” In a familiar suffix, Duterte uttered, yet again: “I will stand by him.” | @AdrianINQ  https://t.co/Krht7wzmMS",Positive
"@washingtonpost President Rodrigo Duterte of the Philippines, like Trump, Putin, Xi, and Kim, is firming up plans to remain in power beyond next year when his single-term limit expires.  https://t.co/VZK4oyyOKd",Positive
"Binigyan na ng 16M fils ang isang Duterte para maging pinuno ng bansa. Was he effective as president??   Iba naman!! As i said before, merong 108M fils!! Nobody is indispensable!!! 🧐",Positive
"President Rodrigo Duterte’s efforts to dig past audit reports to hit officials from the past administration is a “misdirection”, a jailed opposition senator said on Thursday, urging the leader to focus on addressing problems in his own government.  READ:  https://t.co/J9eH5ynecs  https://t.co/etzBB8seg9",Negative
"2022 Duterte's Black Budget  Kung masusunod ang panukalang budget ng Duterte admin sa 2022, makekwenta natin na sa buong termino niya ay papalo na sa 21 B ang kanyang black budget.   Ito ang pondong inilaan ng Office of the President para sa mga confidential at secret operations.  https://t.co/nicIXMMUJc",Neutral
i’ve been seeing a lot about manny pacquiao trying to run for president of the philippines… does he still support duterte’s drug war tho is all i wanna know,Negative
"WATCH: Senator Bong Go on Thursday, August 26, addresses allegations of conflict between him and Davao City Mayor Sara Duterte, saying he ‘loves’ her the way he loves her father, President Rodrigo Duterte.  Related story:  https://t.co/aPBrFCdmlM  https://t.co/ZRtFjeDonm",Positive
@ABSCBNNews Duterte as President of the Philippines.  Another Duterte as Vice-President of the #Philippines.,Neutral
"""KUNG MAG PUYO DIAY MO? Ngano dyud mag sigeg aspire mudagan as president oi..MURAJOWG.""  My choice words if and only if I get the chance to speak to Duterte or Pacquiao",Positive
President Rodrigo Duterte of the Philippines is firming up plans to remain in power beyond next year when his single-term limit expires  https://t.co/e2RorYggZd,Neutral
"@inquirerdotnet As long as a Duterte is sitting as a president, our economy will never recover!",Neutral
@iirramaee Tama po kayo yun mga adik na pedicab driver ang galit Kay President Duterte walo yata lang sila.🤪🤪🤪🤪🤪🤪,Negative
"What’s going on between President Rodrigo Duterte and his daughter, Davao City Mayor Sara Duterte-Carpio? #PressOnePH    https://t.co/33N5Gwf2D2",Neutral
"""I think among others, the statement was the basis for the president to conclude that things are clear now, that he can run for vice president, because I think his perception is that Mayor Sara Duterte will not run for elections.""   READ:  https://t.co/ulfB4ZYqHV  https://t.co/iVUBxG7WJ7",Positive
Presidential daughter and Davao City Mayor Sara Duterte-Carpio is still mum about whether she is running or not for president in the May 2022 elections.  https://t.co/4xceZFlZDf,Neutral
Presidential daughter and Davao City Mayor Sara Duterte-Carpio is still mum about whether she is running or not for president in the May 2022 elections. | via @pr1ncegolez  https://t.co/gX05etTT9e,Neutral
The Palace denied that the political issue between the President Rodrigo Duterte and Mayor Sara is just a drama or a form of zarzuela.  https://t.co/XdYXE9aad7,Negative
Malacañang on Thursday said President Rodrigo Duterte wanted population protection to be achieved first before allowing face-to-face classes. #PressOnePH    https://t.co/6RkJbaK779,Neutral
"“I will run for vice president,” #Duterte said late Tuesday in a pre-recorded speech, confirming an earlier announcement by his PDP-Laban party that he had agreed to contest the position. #Philippines   https://t.co/wKn7CZUdFM",Positive
@manilabulletin To run as VP? absolutely!you are the best.. malayo pang mabubuting pagbabago ang mrarating ng bansang Pilipinas as adviser to Sara Duterte for incoming elected President..👍,Positive
"Senator Bong Go clarified that he is not privy to any political plans of President Rodrigo Duterte and his daughter, Davao City Mayor Sara Duterte-Carpio, saying both father and daughter are the ones discussing politics.  READ:  https://t.co/3K56tP66L5  https://t.co/aHalEDGa3g",Neutral
"One of the groups, Lawyers for Leni, said it is important for someone like Leni Robredo — also a lawyer by profession — to be elected as president considering that the rule of law has heavily deteriorated under President Rodrigo Duterte’s term.  READ:  https://t.co/bw84xwDBGr  https://t.co/JUCVd2q9zR",Positive
@TonyNashNerd Duterte’s son and son-in-law busted for moving 800 kg of Chinese meth.  Carpio is husband of the daughter running for president in 2022.  https://t.co/GvBEu3WIfo,Neutral
@boyantingasngas Good analogy. They are all empty clinging cans.,Positive
"Dear Roque,  Having unfinished business does not warrant Duterte to run as VP in the 2022 elections. He should done his job properly within the term given unto him as president!",Positive
@Tuckoo2 Pabebe,Neutral
"President Rodrigo Duterte would withdraw his bid for vice presidency if his daughter, Davao City Mayor Sara Duterte-Carpio, or House Majority Leader Martin Romualdez decide to run in the 2022 national elections. #PressOnePH   https://t.co/HN6K304oZ0",Neutral
"Pres Duterte won’t run for VP if Sara without HONESTY decides to run for  president.   Itong mag amang ito, feeling nila eh kanila ang Pilipinas.   Mayrong 109M fils, bakit parang feeling nila eh sila lang ang magaling?",Negative
Bella Santiago a Filipina win two times in Romania. First X Factor Romania in 2018 and last she won in Your Face Sounds Familiar Romania. Ang galing ng Pilipino. Nakaka-proud naman.,Positive
@alvinelchico  Sino ba Ang PRESIDENT NANG PILIPINAS SI DUTERTE BA OR IATF SINO BA MASUSUNOD IATF BA OR SI DUTERTE,Neutral
"Yeah well, he should have thought of that before sucking during his term. And you’re the spokesperson of the president, not the spokesperson for Duterte. You should have nothing to do with his candidacy plans.",Positive
"Rendon #Daily is up  https://t.co/g3sTF8Pkrl w/ news on Morocco and Algeria breaking off diplomatic ties, Filipino president Rodrigo Duterte will run for vice president next year, Russia is preparing to evacuate more than 500 people on four military planes from Afghanistan &amp; more",Neutral
"President Duterte is pushing through with his plan to run for vice president next year because he has the ""perception"" that his daughter Davao City Mayor Sara Duterte-Carpio is not seeking the presidency, Malacañang said Thursday.   https://t.co/mQS2RCJKTc @PhilstarNews",Neutral
President Duterte’s long-time aide Sen. Bong Go disproves rift with presidential daughter Davao City Mayor Sara Duterte-Carpio.  https://t.co/hXrA0k5KfX,Neutral
Tatakbo pala si pres. Duterte bilag vice president sa darating na election,Neutral
"Nagsisisi ang ilang orihinal na miyembro ng PDP-Laban na inimbitahan nila si Pangulong Duterte, ayon sa executive vice president ng partido.  https://t.co/7K74HS468F",Neutral
"@manilabulletin Please lang Bong Go... tigilan mo yung idea to run for Presidency, lalo at bilang Senador eh nasa side ka lang lagi ni President. So pag nanalo ka? at nanalo si Duterte as your Vice? Sa OVP ka din ba mago-opisina?",Positive
"Breaking news bohol August 30,2021 ang (MGCQ) ay extend September 1-30,2021-President Rodrigo R. #Duterte is expected to announce Monday night the new quarantine classifications for the various regions in the Philippines starting September 1-30,2021 Wednesday @ bohol Philippines  https://t.co/W5qqYGT4P0",Positive
President Rodrigo Duterte has accepted the nomination of his party PDP-Laban to run for vice president in the 2022 elections. Read more...  https://t.co/OnYxoDkdc8 #news #asia #asean #centennialasia #economy #philippines #philippinesnews,Positive
Will you vote for President Rodrigo Duterte for vice president in #PHElections2022?  https://t.co/yQQyw37fzD,Neutral
